typhoon_name,time,field_index,lat,lon_180,WND,PRES,move_dir_deg,geo_rain_max_mmhr,geo_rain_p95_mmhr_nonzero,geo_area_10_km2,geo_area_20_km2,geo_volume_proxy_mm_km2,geo_max_rain_lon,geo_max_rain_lat
KONG-REY,2024-10-27 08:00:00,124,16.700000762939453,131.73333740234375,21.0,993.3333333333334,270.00958251953125,32.19384002685547,2.213569164276123,32295.610536691234,8581.191083551057,1039256.7557006424,131.89999999999998,16.1
KONG-REY,2024-10-27 08:30:00,125,16.700000762939453,131.6666717529297,21.25000000000809,992.9166666666532,270.00958251953125,32.28910827636719,2.1359975337982178,32898.684880161134,6073.730833947129,1025681.4086436862,131.89999999999998,16.1
KONG-REY,2024-10-27 09:00:00,126,16.700000762939453,131.60000610351562,21.50000000001617,992.499999999973,270.00958251953125,34.22613525390625,2.1710987091064453,33138.55228662452,4879.633703659421,1027592.4928618377,131.8,16.2
KONG-REY,2024-10-27 09:30:00,127,16.700000762939453,131.53334045410156,21.74999999999191,992.0833333333468,270.00958251953125,34.9384651184082,2.1504247188568115,32301.318705124977,5472.418424535896,1027266.3901462917,131.8,16.2
KONG-REY,2024-10-27 10:00:00,128,16.700000762939453,131.46665954589844,22.0,991.6666666666666,270.00958251953125,37.33168029785156,2.224055290222168,31677.891003534703,8326.396014590671,1060006.6858321764,131.7,16.2
KONG-REY,2024-10-27 10:30:00,129,16.700000762939453,131.39999389648438,22.25000000000809,991.2499999999864,270.00958251953125,38.00491714477539,2.294701337814331,34996.903591356866,11781.875965383051,1098730.8830839754,131.5,16.5
KONG-REY,2024-10-27 11:00:00,130,16.700000762939453,131.3333282470703,22.50000000001617,990.8333333333064,270.00958251953125,36.705135345458984,2.289011001586914,34516.78180155919,13094.79252234347,1107078.210819083,131.39999999999998,16.4
KONG-REY,2024-10-27 11:30:00,131,16.700000762939453,131.26666259765625,22.750000000024254,990.4166666666264,270.00958251953125,37.86613845825195,2.2497074604034424,32962.22321450967,12254.85048058891,1085311.7717556534,131.39999999999998,16.4
KONG-REY,2024-10-27 12:00:00,132,16.700000762939453,131.1999969482422,23.0,990.0,270.00958251953125,37.4708251953125,2.2860429286956787,32600.982452414744,11895.036438317204,1070888.5964992738,131.3,16.5
KONG-REY,2024-10-27 12:30:00,133,16.700000762939453,131.14166259765625,23.16666666667026,989.5833333333244,270.0083923339844,37.450992584228516,2.2382524013519287,31067.417363339937,10235.086338174133,1064323.5849442976,131.2,16.5
